stem,label,rgb_path,ms_path,hs_path
Health_hyper_190,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_190.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_190.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_190.tif
Health_hyper_191,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_191.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_191.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_191.tif
Health_hyper_192,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_192.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_192.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_192.tif
Health_hyper_193,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_193.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_193.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_193.tif
Health_hyper_194,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_194.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_194.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_194.tif
Health_hyper_195,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_195.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_195.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_195.tif
Health_hyper_196,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_196.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_196.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_196.tif
Health_hyper_197,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_197.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_197.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_197.tif
Health_hyper_198,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_198.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_198.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_198.tif
Health_hyper_199,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_199.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_199.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_199.tif
Health_hyper_2,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_2.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_2.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_2.tif
Health_hyper_20,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_20.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_20.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_20.tif
Health_hyper_200,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_200.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_200.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_200.tif
Health_hyper_21,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_21.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_21.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_21.tif
Health_hyper_22,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_22.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_22.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_22.tif
Health_hyper_24,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_24.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_24.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_24.tif
Health_hyper_25,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_25.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_25.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_25.tif
Health_hyper_27,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_27.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_27.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_27.tif
Health_hyper_28,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_28.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_28.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_28.tif
Health_hyper_29,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_29.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_29.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_29.tif
Health_hyper_3,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_3.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_3.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_3.tif
Health_hyper_30,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_30.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_30.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_30.tif
Health_hyper_31,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_31.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_31.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_31.tif
Health_hyper_32,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_32.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_32.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_32.tif
Health_hyper_33,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_33.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_33.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_33.tif
Health_hyper_35,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_35.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_35.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_35.tif
Health_hyper_36,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_36.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_36.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_36.tif
Health_hyper_37,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_37.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_37.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_37.tif
Health_hyper_39,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_39.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_39.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_39.tif
Health_hyper_4,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_4.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_4.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_4.tif
Health_hyper_40,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_40.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_40.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_40.tif
Health_hyper_41,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_41.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_41.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_41.tif
Health_hyper_42,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_42.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_42.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_42.tif
Health_hyper_43,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_43.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_43.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_43.tif
Health_hyper_44,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_44.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_44.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_44.tif
Health_hyper_45,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_45.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_45.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_45.tif
Health_hyper_46,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_46.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_46.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_46.tif
Health_hyper_47,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_47.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_47.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_47.tif
Health_hyper_48,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_48.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_48.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_48.tif
Health_hyper_49,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_49.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_49.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_49.tif
Health_hyper_5,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_5.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_5.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_5.tif
Health_hyper_50,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_50.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_50.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_50.tif
Health_hyper_51,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_51.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_51.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_51.tif
Health_hyper_52,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_52.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_52.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_52.tif
Health_hyper_53,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_53.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_53.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_53.tif
Health_hyper_54,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_54.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_54.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_54.tif
Health_hyper_55,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_55.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_55.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_55.tif
Health_hyper_56,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_56.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_56.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_56.tif
Health_hyper_57,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_57.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_57.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_57.tif
Health_hyper_58,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_58.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_58.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_58.tif
Health_hyper_59,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_59.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_59.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_59.tif
Health_hyper_6,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_6.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_6.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_6.tif
Health_hyper_60,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_60.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_60.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_60.tif
Health_hyper_61,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_61.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_61.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_61.tif
Health_hyper_62,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_62.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_62.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_62.tif
Health_hyper_63,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_63.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_63.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_63.tif
Health_hyper_64,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_64.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_64.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_64.tif
Health_hyper_65,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_65.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_65.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_65.tif
Health_hyper_66,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_66.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_66.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_66.tif
Health_hyper_68,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_68.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_68.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_68.tif
Health_hyper_69,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_69.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_69.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_69.tif
Health_hyper_7,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_7.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_7.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_7.tif
Health_hyper_70,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_70.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_70.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_70.tif
Health_hyper_71,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_71.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_71.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_71.tif
Health_hyper_72,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_72.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_72.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_72.tif
Health_hyper_73,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_73.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_73.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_73.tif
Health_hyper_74,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_74.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_74.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_74.tif
Health_hyper_75,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_75.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_75.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_75.tif
Health_hyper_77,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_77.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_77.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_77.tif
Health_hyper_78,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_78.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_78.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_78.tif
Health_hyper_79,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_79.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_79.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_79.tif
Health_hyper_8,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_8.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_8.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_8.tif
Health_hyper_80,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_80.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_80.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_80.tif
Health_hyper_81,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_81.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_81.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_81.tif
Health_hyper_82,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_82.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_82.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_82.tif
Health_hyper_83,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_83.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_83.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_83.tif
Health_hyper_84,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_84.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_84.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_84.tif
Health_hyper_85,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_85.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_85.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_85.tif
Health_hyper_86,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_86.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_86.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_86.tif
Health_hyper_87,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_87.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_87.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_87.tif
Health_hyper_88,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_88.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_88.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_88.tif
Health_hyper_89,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_89.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_89.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_89.tif
Health_hyper_9,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_9.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_9.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_9.tif
Health_hyper_90,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_90.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_90.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_90.tif
Health_hyper_91,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_91.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_91.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_91.tif
Health_hyper_92,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_92.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_92.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_92.tif
Health_hyper_93,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_93.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_93.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_93.tif
Health_hyper_94,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_94.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_94.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_94.tif
Health_hyper_95,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_95.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_95.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_95.tif
Health_hyper_96,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_96.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_96.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_96.tif
Health_hyper_97,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_97.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_97.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_97.tif
Health_hyper_98,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_98.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_98.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_98.tif
Health_hyper_99,Health,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Health_hyper_99.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Health_hyper_99.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Health_hyper_99.tif
Other_hyper_1,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_1.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_1.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_1.tif
Other_hyper_10,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_10.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_10.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_10.tif
Other_hyper_100,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_100.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_100.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_100.tif
Other_hyper_101,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_101.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_101.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_101.tif
Other_hyper_103,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_103.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_103.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_103.tif
Other_hyper_104,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_104.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_104.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_104.tif
